file,ground_truth,predicted,outcome,max_confidence,frame_count,frames_with_pose,pose_detection_rate,real_inference_count,had_any_buffer,forced_flush
Normal-Test027.avi,normal,normal,TN,0.279,30,24,0.8,0,True,True
Violence293.avi,violent,violent,TP,0.729,30,30,1.0,0,True,True
Wby1vUy8aYI_2.avi,violent,violent,TP,0.721,150,69,0.46,0,True,True
NV_834.avi,normal,normal,TN,0.375,123,123,1.0,25,True,True
Normal627.avi,normal,violent,FP,0.717,30,29,0.967,0,True,True
Violence619.avi,violent,normal,FN,0.294,30,29,0.967,0,True,True
Normal188.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
vBwKQfJYG1Q_1.avi,normal,normal,TN,0.271,150,134,0.893,4,True,True
no309_xvid.avi,normal,normal,TN,0.269,41,8,0.195,0,True,True
no92_xvid.avi,normal,normal,TN,0.28,41,40,0.976,0,True,True
Violence464.avi,violent,violent,TP,0.728,30,28,0.933,0,True,True
8VqTmuq4HcI_0.avi,normal,violent,FP,0.526,150,149,0.993,14,True,False
Violence706.avi,violent,violent,TP,0.534,30,29,0.967,0,True,True
Normal268.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
F7W6PQ3V3y8_0.avi,normal,violent,FP,0.582,150,149,0.993,21,True,False
Violence475.avi,violent,normal,FN,0.0,30,3,0.1,0,True,True
no313_xvid.avi,normal,normal,TN,0.321,41,36,0.878,0,True,True
NSdXEN1l_0.avi,normal,normal,TN,0.0,150,0,0.0,0,False,False
Normal-Test045.avi,normal,normal,TN,0.389,30,29,0.967,0,True,True
4RqDG4I4iAk_8.avi,violent,violent,TP,0.678,150,149,0.993,18,True,True
V_619.avi,violent,violent,TP,0.73,185,174,0.941,17,True,True
Weaponized130.avi,violent,normal,FN,0.38,30,24,0.8,0,True,True
ljLg4lFbS0Y_1.avi,normal,violent,FP,0.638,150,150,1.0,16,True,True
Normal-Test019.avi,normal,normal,TN,0.397,30,29,0.967,0,True,True
NPeKBgURcxI_1.avi,violent,violent,TP,0.696,150,150,1.0,33,True,True
VfDyc4ORBSI_0.avi,violent,violent,TP,0.481,150,60,0.4,1,True,True
Normal223.avi,normal,normal,TN,0.269,30,14,0.467,0,True,True
sLOqgf6N_0.avi,normal,normal,TN,0.351,150,149,0.993,25,True,True
Normal-Test152.avi,normal,normal,TN,0.0,30,0,0.0,0,False,False
n043_converted.avi,normal,violent,FP,0.422,161,33,0.205,0,True,True
sadsa_957.avi,violent,violent,TP,0.579,150,138,0.92,6,True,True
