file,ground_truth,predicted,outcome,max_confidence,frame_count,frames_with_pose,pose_exceptions,pose_detection_rate,real_inference_count,had_any_buffer,forced_flush
V_572.avi,violent,violent,TP,0.666,185,116,0,0.627,14,True,True
Weaponized444.avi,violent,violent,TP,0.437,30,28,0,0.933,2,True,True
Violence739.avi,violent,violent,TP,0.731,30,30,0,1.0,7,True,True
Violence-Test103.avi,violent,normal,FN,0.73,30,30,0,1.0,4,True,True
Violence298.avi,violent,normal,FN,0.492,30,28,0,0.933,1,True,False
v8cACThQ_0.avi,normal,normal,TN,0.269,150,18,0,0.12,1,True,True
Weaponized320.avi,violent,violent,TP,0.711,30,30,0,1.0,6,True,True
Wq0BuA8GM84_0.avi,violent,violent,TP,0.731,150,106,0,0.707,12,True,True
Normal-Test036.avi,normal,normal,TN,0.314,30,30,0,1.0,2,True,False
qIRZ4SMf_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
no450_xvid.avi,normal,normal,TN,0.281,41,41,0,1.0,5,True,True
48J5lk4QcpE_2.avi,violent,violent,TP,0.731,150,150,0,1.0,20,True,True
2KvkZ4yo_0.avi,normal,normal,TN,0.0,150,2,0,0.013,0,True,True
7gLKFV5voOg_1.avi,violent,normal,FN,0.727,150,150,0,1.0,22,True,True
551_wlV44GU_1.avi,normal,violent,FP,0.717,150,150,0,1.0,20,True,False
Normal541.avi,normal,normal,TN,0.27,30,30,0,1.0,6,True,True
n139_converted.avi,normal,violent,FP,0.464,117,114,0,0.974,19,True,True
Violence006.avi,violent,normal,FN,0.638,30,30,0,1.0,6,True,True
Normal449.avi,normal,normal,TN,0.731,30,30,0,1.0,4,True,False
bQHNsRpQOIE_1.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
v039_converted.avi,violent,violent,TP,0.731,329,329,0,1.0,115,True,True
Normal460.avi,normal,normal,TN,0.31,30,30,0,1.0,5,True,True
Ile3EVQA_1.avi,violent,violent,TP,0.581,150,59,0,0.393,5,True,True
8SWZq5we_fk_1.avi,normal,normal,TN,0.288,150,49,0,0.327,2,True,False
Normal-Test064.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
Violence185.avi,violent,normal,FN,0.731,30,30,0,1.0,2,True,True
Violence138.avi,violent,violent,TP,0.731,30,30,0,1.0,10,True,True
Km94kW0O_0.avi,normal,violent,FP,0.652,150,132,0,0.88,10,True,True
t_n018_converted.avi,normal,normal,TN,0.304,149,12,0,0.081,1,True,True
Weaponized556.avi,violent,normal,FN,0.398,30,17,0,0.567,1,True,True
Normal640.avi,normal,normal,TN,0.72,30,30,0,1.0,4,True,False
Normal-Test032.avi,normal,normal,TN,0.269,30,30,0,1.0,4,True,True
no429_xvid.avi,normal,normal,TN,0.269,41,41,0,1.0,3,True,False
Weaponized-Test135.avi,violent,normal,FN,0.0,30,0,0,0.0,0,False,False
t_w017_converted.avi,violent,violent,TP,0.731,293,145,0,0.495,10,True,True
DZdLP0rd_0.avi,normal,normal,TN,0.269,150,33,0,0.22,2,True,True
Violence960.avi,violent,normal,FN,0.0,30,4,0,0.133,0,True,True
t_n027_converted.avi,normal,violent,FP,0.731,119,57,0,0.479,3,True,False
Violence058.avi,violent,violent,TP,0.731,30,23,0,0.767,4,True,True
Wby1vUy8aYI_2.avi,violent,violent,TP,0.731,150,69,0,0.46,5,True,True
NV_834.avi,normal,violent,FP,0.731,123,123,0,1.0,37,True,True
Normal381.avi,normal,normal,TN,0.345,30,30,0,1.0,6,True,True
Violence384.avi,violent,violent,TP,0.476,30,30,0,1.0,2,True,True
Normal-Test111.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
vBwKQfJYG1Q_1.avi,normal,violent,FP,0.659,150,135,0,0.9,9,True,True
no309_xvid.avi,normal,normal,TN,0.269,41,11,0,0.268,1,True,True
no92_xvid.avi,normal,normal,TN,0.27,41,41,0,1.0,4,True,True
Violence229.avi,violent,violent,TP,0.506,30,30,0,1.0,3,True,True
8VqTmuq4HcI_0.avi,normal,violent,FP,0.731,150,150,0,1.0,18,True,False
Violence471.avi,violent,normal,FN,0.269,30,11,0,0.367,1,True,True
Normal022.avi,normal,normal,TN,0.274,30,30,0,1.0,3,True,True
F7W6PQ3V3y8_0.avi,normal,violent,FP,0.652,150,150,0,1.0,27,True,False
Violence240.avi,violent,violent,TP,0.418,30,17,0,0.567,2,True,True
no313_xvid.avi,normal,normal,TN,0.27,41,37,0,0.902,5,True,True
NSdXEN1l_0.avi,normal,normal,TN,0.0,150,0,0,0.0,0,False,False
t_n045_converted.avi,normal,normal,TN,0.0,123,0,0,0.0,0,False,False
4RqDG4I4iAk_8.avi,violent,violent,TP,0.731,150,150,0,1.0,32,True,True
V_619.avi,violent,violent,TP,0.731,185,176,0,0.951,34,True,True
Violence865.avi,violent,violent,TP,0.731,30,14,0,0.467,1,True,True
ljLg4lFbS0Y_1.avi,normal,violent,FP,0.729,150,150,0,1.0,31,True,False
t_n019_converted.avi,normal,normal,TN,0.279,110,12,0,0.109,1,True,True
NPeKBgURcxI_1.avi,violent,violent,TP,0.644,150,150,0,1.0,58,True,True
VfDyc4ORBSI_0.avi,violent,violent,TP,0.731,150,61,0,0.407,5,True,True
Normal-Test146.avi,normal,normal,TN,0.0,30,0,0,0.0,0,False,False
sLOqgf6N_0.avi,normal,normal,TN,0.269,150,150,0,1.0,35,True,True
n106_converted.avi,normal,violent,FP,0.731,132,132,0,1.0,33,True,True
Normal715.avi,normal,violent,FP,0.477,30,30,0,1.0,5,True,True
sadsa_957.avi,violent,violent,TP,0.731,150,139,0,0.927,9,True,True
